name/season,injury,days
marcel-sabitzer_20/21,Torn muscle fiber,24
marcel-sabitzer_19/20,Knee injury,8
ole-pohlmann_23/24,unknown injury,8
ole-pohlmann_23/24,infection,6
ole-pohlmann_23/24,Hamstring injury,7
ole-pohlmann_22/23,Broken hand,37
ole-pohlmann_22/23,unknown injury,12
kjell-watjen_22/23,Foot injury,66
kjell-watjen_22/23,Ill,29
julian-brandt_23/24,Ill,10
julian-brandt_23/24,muscular problems,3
julian-brandt_22/23,Torn muscle fiber,21
julian-brandt_22/23,influenza,8
julian-brandt_21/22,concussion,7
julian-brandt_21/22,Muscle injury,11
julian-brandt_21/22,Corona virus,17
julian-brandt_19/20,Torn lateral ankle ligament,14
julian-brandt_19/20,Adductor pain,14
marco-reus_23/24,Ill,9
marco-reus_22/23,Ill,4
marco-reus_22/23,Ill,10
marco-reus_22/23,Inflammation in the ankle joint,56
marco-reus_22/23,Ankle problems,17
marco-reus_22/23,Torn lateral ankle ligament,24
marco-reus_21/22,Torn muscle fiber,24
marco-reus_21/22,Rest,7
marco-reus_21/22,Ill,21
marco-reus_21/22,minor knock,11
marco-reus_21/22,Knee problems,4
marco-reus_21/22,Knee problems,3
marco-reus_20/21,Bruise on ankle,18
marco-reus_20/21,Tendonitis,32
marco-reus_19/20,Fitness,79
karim-adeyemi_23/24,Rest,2
karim-adeyemi_23/24,muscular problems,8
karim-adeyemi_23/24,Syndesmosis ligament tear,52
karim-adeyemi_23/24,Ill,2
karim-adeyemi_22/23,Torn muscle fiber,49
karim-adeyemi_22/23,Torn muscle fiber,38
karim-adeyemi_22/23,Foot injury,14
karim-adeyemi_22/23,Toe injury,14
karim-adeyemi_21/22,Hamstring injury,11
karim-adeyemi_21/22,Tonsillitis,7
karim-adeyemi_21/22,Quarantine,14
karim-adeyemi_21/22,Adductor pain,7
karim-adeyemi_20/21,muscular problems,11
karim-adeyemi_19/20,Torn muscle fiber,18
jamie-bynoe-gittens_22/23,Shoulder injury,103
jamie-bynoe-gittens_22/23,Shoulder injury,15
jamie-bynoe-gittens_22/23,Shoulder injury,86
jamie-bynoe-gittens_21/22,Shoulder injury,14
jamie-bynoe-gittens_21/22,Torn ankle ligaments,123
jamie-bynoe-gittens_20/21,Fitness,11
jadon-sancho_23/24,Ill,2
jadon-sancho_23/24,muscular problems,4
jadon-sancho_22/23,depression,36
jadon-sancho_22/23,Ill,13
jadon-sancho_21/22,Tonsillitis,12
jadon-sancho_20/21,Torn muscle bundle,47
jadon-sancho_20/21,infection,5
donyell-malen_23/24,Knee problems,15
donyell-malen_23/24,Thigh problems,16
donyell-malen_22/23,Ankle problems,2
donyell-malen_22/23,cold,4
donyell-malen_22/23,Torn muscle fiber,25
donyell-malen_21/22,strain,98
donyell-malen_21/22,Stomach flu,3
donyell-malen_19/20,Knee surgery,241
donyell-malen_19/20,Ankle injury,25
julien-duranville_23/24,Muscle injury,21
julien-duranville_23/24,Fitness,14
julien-duranville_23/24,Muscle injury,133
julien-duranville_23/24,Fitness,5
julien-duranville_23/24,Torn muscle fiber,51
julien-duranville_22/23,Partial muscle tear,164
julien-duranville_22/23,Hamstring injury,12
julien-duranville_22/23,Muscle injury,2
youssoufa-moukoko_23/24,Hamstring injury,24
youssoufa-moukoko_23/24,Hamstring strain,8
youssoufa-moukoko_22/23,Syndesmosis ligament tear,46
youssoufa-moukoko_22/23,Compression of the spine,3
youssoufa-moukoko_21/22,Torn muscle fiber,31
youssoufa-moukoko_21/22,Torn muscle fiber,38
youssoufa-moukoko_21/22,inflammation,14
youssoufa-moukoko_21/22,Muscle injury,21
youssoufa-moukoko_20/21,Ligament injury,70
youssoufa-moukoko_20/21,Knee problems,17
niclas-fullkrug_23/24,Rest,2
niclas-fullkrug_23/24,Tendon irritation,11
niclas-fullkrug_22/23,Calf problems,25
niclas-fullkrug_22/23,Calf problems,9
niclas-fullkrug_22/23,Bruised back,3
niclas-fullkrug_22/23,bruise,3
niclas-fullkrug_21/22,Corona virus,14
niclas-fullkrug_20/21,Broken toe,14
niclas-fullkrug_20/21,Ankle problems,28
niclas-fullkrug_20/21,Calf injury,66
niclas-fullkrug_19/20,Fitness,7
niclas-fullkrug_19/20,Cruciate ligament tear,259
sebastien-haller_23/24,Ankle injury,4
sebastien-haller_23/24,Ankle injury,4
sebastien-haller_23/24,Ankle injury,15
sebastien-haller_23/24,Ankle injury,44
sebastien-haller_23/24,Ankle injury,34
sebastien-haller_23/24,Inner ligament stretch of the knee,6
sebastien-haller_23/24,Ill,2
sebastien-haller_22/23,Knee problems,5
sebastien-haller_22/23,Testicular cancer,166
sebastien-haller_21/22,Ill,4
sebastien-haller_20/21,Corona virus,14
sebastien-haller_20/21,Knock,16
sebastien-haller_19/20,Groin injury,18
sebastien-haller_19/20,Knee injury,12
alexander-nubel_23/24,muscular problems,12
alexander-nubel_23/24,Hip problems,19
alexander-nubel_21/22,Head injury,5
alexander-nubel_21/22,stomach problems,4
alexander-nubel_20/21,Syndesmosis ligament tear,42
fabian-bredlow_23/24,Ill,7
fabian-bredlow_23/24,Hip bruise,16
fabian-bredlow_23/24,Hip problems,10
fabian-bredlow_22/23,Internal ligament strain,35
fabian-bredlow_22/23,cold,4
fabian-bredlow_21/22,Thigh problems,28
fabian-bredlow_21/22,Corona virus,11
dennis-seimen_23/24,Back problems,61
dennis-seimen_22/23,Ill,5
florian-schock_22/23,Outer ligament problems,14
florian-schock_22/23,Corona virus,7
florian-schock_22/23,Bursitis,70
florian-schock_20/21,Torn muscle fiber in the adductor area,35
hiroki-ito_23/24,Muscle injury,35
hiroki-ito_22/23,infection,3
hiroki-ito_22/23,Ill,4
hiroki-ito_22/23,minor knock,3
hiroki-ito_21/22,Nose surgery,10
hiroki-ito_21/22,Corona virus,7
waldemar-anton_22/23,laceration,3
waldemar-anton_21/22,Corona virus,10
waldemar-anton_21/22,Corona virus,21
waldemar-anton_21/22,cold,7
waldemar-anton_20/21,Outer ligament problems,14
waldemar-anton_19/20,Quarantine,14
dan-axel-zagadou_23/24,Cruciate ligament tear,151
dan-axel-zagadou_22/23,Foot injury,7
dan-axel-zagadou_22/23,Torn ankle ligaments,29
dan-axel-zagadou_22/23,influenza,4
dan-axel-zagadou_22/23,Ill,3
dan-axel-zagadou_21/22,Torn muscle fiber,24
dan-axel-zagadou_21/22,Corona virus,18
dan-axel-zagadou_20/21,Knee surgery,196
dan-axel-zagadou_20/21,Torn muscle fiber,39
dan-axel-zagadou_20/21,Torn lateral knee ligament,109
dan-axel-zagadou_19/20,Torn lateral knee ligament,66
dan-axel-zagadou_19/20,Muscle fiber tear,11
anthony-rouault_23/24,Broken jaw,42
anthony-rouault_23/24,Broken nose bone,7
anthony-rouault_21/22,Foot injury,78
anthony-rouault_20/21,Thigh problems,10
leonidas-stergiou_23/24,Ill,7
leonidas-stergiou_21/22,Inflammation of the sole of the foot,56
leonidas-stergiou_21/22,unknown injury,5
leonidas-stergiou_20/21,Foot injury,10
leonidas-stergiou_20/21,Corona virus,14
leonidas-stergiou_19/20,unknown injury,9
maximilian-mittelstadt_23/24,Internal ligament strain,30
maximilian-mittelstadt_21/22,Corona virus,4
maximilian-mittelstadt_20/21,concussion,22
maximilian-mittelstadt_19/20,Mononucleation,20
maximilian-mittelstadt_19/20,Corona virus,14
maximilian-mittelstadt_19/20,Elbow injury,3
josha-vagnoman_23/24,Foot injury,54
josha-vagnoman_23/24,Fitness,12
josha-vagnoman_23/24,fatigue fracture,83
josha-vagnoman_23/24,Metatarsal bruise,45
josha-vagnoman_22/23,Fitness,11
josha-vagnoman_22/23,Bone edema,38
josha-vagnoman_21/22,Fitness,21
josha-vagnoman_21/22,Tendon rupture,161
josha-vagnoman_21/22,Torn muscle fiber,31
josha-vagnoman_20/21,Hamstring strain,14
josha-vagnoman_20/21,double ligament tear,28
josha-vagnoman_20/21,Outer ligament tear,28
josha-vagnoman_19/20,Broken foot,157
pascal-stenzel_23/24,muscular problems,3
pascal-stenzel_22/23,Torn muscle fiber,39
pascal-stenzel_22/23,flu,8
pascal-stenzel_22/23,influenza,7
pascal-stenzel_21/22,Injury to abdominal muscles,35
pascal-stenzel_21/22,Torn muscle fiber,7
angelo-stiller_22/23,Knee problems,9
angelo-stiller_22/23,Pelvic contusion,6
angelo-stiller_22/23,unknown injury,8
angelo-stiller_22/23,Ligament tear,21
angelo-stiller_21/22,Ill,11
angelo-stiller_21/22,Shin bruise,7
angelo-stiller_21/22,Ill,4
atakan-karazor_22/23,Calf problems,3
atakan-karazor_21/22,Fitness,7
atakan-karazor_21/22,Corona virus,7
atakan-karazor_21/22,Metatarsal bruise,17
atakan-karazor_21/22,cold,7
atakan-karazor_21/22,muscular problems,3
atakan-karazor_21/22,muscular problems,11
atakan-karazor_20/21,Fitness,3
atakan-karazor_20/21,Internal ligament strain,14
mahmoud-dahoud_22/23,Shoulder injury,98
mahmoud-dahoud_21/22,Shoulder injury,84
mahmoud-dahoud_21/22,Back problems,3
mahmoud-dahoud_21/22,Inner ligament stretch of the knee,49
mahmoud-dahoud_20/21,minor knock,3
mahmoud-dahoud_20/21,Ill,3
mahmoud-dahoud_19/20,Knee injury,32
nikolas-nartey_23/24,Fitness,151
nikolas-nartey_23/24,Cartilage damage,150
nikolas-nartey_23/24,Knee problems,7
nikolas-nartey_22/23,Injury to abdominal muscles,15
nikolas-nartey_22/23,Adductor pain,4
nikolas-nartey_22/23,Adductor pain,4
nikolas-nartey_22/23,flu,31
nikolas-nartey_22/23,Torn muscle fiber,21
nikolas-nartey_22/23,Fitness,11
nikolas-nartey_22/23,Ligament injury,21
nikolas-nartey_21/22,Knee surgery,150
nikolas-nartey_21/22,Knee problems,7
nikolas-nartey_21/22,muscular problems,3
nikolas-nartey_21/22,Fitness,17
nikolas-nartey_21/22,Corona virus,25
roberto-massimo_23/24,muscular problems,21
roberto-massimo_23/24,Ill,6
roberto-massimo_23/24,muscular problems,40
roberto-massimo_22/23,Torn muscle fiber,102
roberto-massimo_22/23,unknown injury,60
roberto-massimo_21/22,Back problems,8
roberto-massimo_21/22,influenza,4
roberto-massimo_21/22,Capsular injury,17
roberto-massimo_21/22,Ill,2
roberto-massimo_21/22,Fitness,11
roberto-massimo_21/22,Corona virus,14
roberto-massimo_20/21,Knee problems,9
roberto-massimo_20/21,Knee problems,11
roberto-massimo_20/21,Ankle injury,17
roberto-massimo_19/20,angina,9
enzo-millot_23/24,Knee problems,6
enzo-millot_23/24,Calf problems,5
enzo-millot_22/23,Thigh problems,14
enzo-millot_21/22,Corona virus,10
enzo-millot_21/22,Inner knee ligament tear,80
enzo-millot_20/21,Corona virus,14
woo-yeong-jeong_22/23,Ill,4
woo-yeong-jeong_22/23,Ill,4
woo-yeong-jeong_21/22,Corona virus,18
woo-yeong-jeong_20/21,Knee problems,4
woo-yeong-jeong_19/20,minor knock,3
lilian-egloff_23/24,Muscle injury,49
lilian-egloff_23/24,Fitness,10
lilian-egloff_23/24,Torn lateral knee ligament,64
lilian-egloff_21/22,Back problems,28
lilian-egloff_21/22,Fitness,30
lilian-egloff_20/21,Metatarsal fracture,289
lilian-egloff_20/21,Syndesmosis ligament tear,49
genki-haraguchi_23/24,Ill,8
genki-haraguchi_23/24,Ill,3
genki-haraguchi_21/22,Corona virus,7
genki-haraguchi_20/21,Corona virus,14
laurin-ulrich_23/24,surgery,46
laurin-ulrich_22/23,Ill,5
laurin-ulrich_22/23,influenza,23
laurin-ulrich_22/23,Hip flexor problems,32
chris-fuhrich_23/24,cold,10
chris-fuhrich_22/23,surgery,38
chris-fuhrich_22/23,muscular problems,3
chris-fuhrich_21/22,Knee problems,7
chris-fuhrich_21/22,Corona virus,14
chris-fuhrich_21/22,Ankle injury,24
chris-fuhrich_21/22,Fitness,10
chris-fuhrich_21/22,Broken collarbone,53
silas_22/23,Calf problems,9
silas_22/23,Bruise on shinbone,13
silas_22/23,strain,31
silas_21/22,Shoulder injury,130
silas_21/22,Fitness,10
silas_21/22,Corona virus,9
silas_21/22,Fitness,14
silas_20/21,Cruciate ligament tear,232
silas_20/21,Rest,2
silas_19/20,Inflammation of the leg skin,6
jamie-leweling_21/22,Outer ligament tear,30
jamie-leweling_21/22,Corona virus,4
jamie-leweling_19/20,Syndesmosis ligament tear,49
luca-raimund_23/24,Broken nose bone,18
luca-raimund_23/24,Ill,13
serhou-guirassy_23/24,stomach problems,5
serhou-guirassy_23/24,Hamstring strain,8
serhou-guirassy_23/24,Hamstring injury,18
serhou-guirassy_22/23,Adductor injury,51
serhou-guirassy_21/22,Ill,4
serhou-guirassy_20/21,Ankle injury,53
deniz-undav_23/24,Torn muscle fiber,12
deniz-undav_23/24,Torn lateral knee ligament,33
kevin-trapp_23/24,Back problems,4
kevin-trapp_23/24,Back problems,3
kevin-trapp_23/24,Back problems,9
kevin-trapp_22/23,cold,3
kevin-trapp_21/22,Wrist injury,7
kevin-trapp_21/22,Corona virus,7
kevin-trapp_19/20,Quarantine,14
kevin-trapp_19/20,Shoulder injury,94
jens-grahl_21/22,Corona virus,5
simon-simoni_23/24,Fitness,27
simon-simoni_23/24,Elbow injury,61
simon-simoni_21/22,Appendectomy,18
simon-simoni_21/22,Bruised knee,15
simon-simoni_21/22,unknown injury,13
willian-pacho_21/22,Fitness,2
willian-pacho_21/22,Shoulder injury,123
robin-koch_23/24,Calf injury,23
robin-koch_21/22,Corona virus,7
robin-koch_21/22,Ill,18
robin-koch_21/22,Pubic bone bruise,101
robin-koch_20/21,Knee injury,94
robin-koch_19/20,Back injury,10
robin-koch_19/20,cold,7
tuta_23/24,Shoulder injury,4
tuta_22/23,Shoulder injury,8
tuta_22/23,Ankle injury,10
tuta_20/21,muscular problems,9
tuta_20/21,Thigh problems,10
hrvoje-smolcic_22/23,Tear of the lateral meniscus,93
hrvoje-smolcic_20/21,muscular problems,47
hrvoje-smolcic_20/21,Tendonitis,63
nnamdi-collins_23/24,unknown injury,7
nnamdi-collins_21/22,Dislocation of the kneecap,83
makoto-hasebe_23/24,Ill,7
makoto-hasebe_22/23,Inner knee ligament tear,79
makoto-hasebe_22/23,Rest,4
makoto-hasebe_21/22,Fitness,7
makoto-hasebe_21/22,Pneumothorax,14
makoto-hasebe_21/22,minor knock,11
makoto-hasebe_19/20,Knee surgery,7
makoto-hasebe_19/20,Quarantine,14
makoto-hasebe_19/20,Ill,7
makoto-hasebe_19/20,influenza,7
makoto-hasebe_19/20,concussion,18
dario-gebuhr_23/24,Hamstring injury,16
niels-nkounkou_20/21,Hamstring injury,14
philipp-max_22/23,Hamstring injury,41
philipp-max_22/23,Ill,10
philipp-max_22/23,unknown injury,6
philipp-max_21/22,unknown injury,6
philipp-max_21/22,Corona virus,18
philipp-max_21/22,Muscle injury,4
philipp-max_20/21,Ill,2
philipp-max_19/20,unknown injury,6
philipp-max_19/20,Ankle injury,20
aurelio-buta_23/24,Ill,13
aurelio-buta_21/22,Knee surgery,201
aurelio-buta_21/22,Muscle injury,116
aurelio-buta_20/21,Muscle tear,63
aurelio-buta_19/20,Fitness,32
elias-baum_23/24,Ill,3
timothy-chandler_23/24,Calf injury,47
timothy-chandler_23/24,cold,3
timothy-chandler_22/23,infection,4
timothy-chandler_19/20,Quarantine,14
ellyes-skhiri_23/24,Calf problems,4
ellyes-skhiri_23/24,Back problems,10
ellyes-skhiri_23/24,Back problems,7
ellyes-skhiri_23/24,Hamstring injury,14
ellyes-skhiri_22/23,Broken cheekbone,3
ellyes-skhiri_21/22,Thigh problems,14
ellyes-skhiri_21/22,Ill,35
ellyes-skhiri_21/22,Knee injury,38
hugo-larsson_23/24,Calf problems,14
hugo-larsson_23/24,Hamstring injury,19
hugo-larsson_23/24,Ill,7
junior-dina-ebimbe_23/24,Muscle injury,6
junior-dina-ebimbe_22/23,Syndesmotic ligament tear,57
junior-dina-ebimbe_20/21,Muscle injury,17
donny-van-de-beek_23/24,Heel problems,14
donny-van-de-beek_22/23,Knee collateral ligament strain,178
donny-van-de-beek_22/23,Shingles,51
donny-van-de-beek_21/22,Thigh problems,25
donny-van-de-beek_21/22,Thigh problems,11
donny-van-de-beek_21/22,Groin injury,35
donny-van-de-beek_20/21,Muscle injury,14
donny-van-de-beek_19/20,Hamstring injury,32
sebastian-rode_23/24,Knee problems,80
sebastian-rode_23/24,Calf injury,115
sebastian-rode_23/24,Ill,3
sebastian-rode_23/24,Knock,11
sebastian-rode_22/23,muscular problems,3
sebastian-rode_22/23,Ill,3
sebastian-rode_22/23,Calf problems,4
sebastian-rode_22/23,Hamstring injury,7
sebastian-rode_22/23,Hamstring injury,7
sebastian-rode_21/22,Rest,7
sebastian-rode_21/22,Injury to abdominal muscles,7
sebastian-rode_21/22,Injury to abdominal muscles,11
sebastian-rode_21/22,Rest,4
sebastian-rode_21/22,Knee problems,67
sebastian-rode_20/21,Foot injury,14
sidney-raebiger_23/24,unknown injury,19
sidney-raebiger_23/24,unknown injury,32
sidney-raebiger_22/23,Ill,4
sidney-raebiger_22/23,Ligament injury,23
sidney-raebiger_22/23,Fitness,2
sidney-raebiger_22/23,Torn ligaments,37
sidney-raebiger_22/23,Ill,7
mehdi-loune_23/24,Cruciate ligament tear,83
mehdi-loune_23/24,Fitness,53
mehdi-loune_22/23,Cruciate ligament tear,192
mehdi-loune_22/23,cold,10
fares-chaibi_23/24,cold,2
fares-chaibi_22/23,Appendectomy,13
mario-gotze_23/24,Back problems,3
mario-gotze_22/23,Adductor pain,5
mario-gotze_22/23,Ankle injury,3
mario-gotze_21/22,minor knock,7
mario-gotze_21/22,Ill,10
mario-gotze_21/22,minor knock,14
mario-gotze_21/22,minor knock,7
mario-gotze_20/21,Muscle injury,11
mario-gotze_20/21,Groin injury,56
mario-gotze_20/21,Muscle injury,11
mario-gotze_20/21,Muscle injury,7
mario-gotze_19/20,Quarantine,24
mario-gotze_19/20,Ill,4
mario-gotze_19/20,influenza,7
jean-matteo-bahoya_23/24,Calf injury,6
ansgar-knauff_22/23,Broken collarbone,63
ansgar-knauff_22/23,Hip problems,4
ansgar-knauff_22/23,muscular problems,31
ansgar-knauff_22/23,Hamstring injury,21
omar-marmoush_23/24,Ill,10
omar-marmoush_23/24,Ill,4
omar-marmoush_21/22,muscular problems,5
omar-marmoush_21/22,Corona virus,5
omar-marmoush_21/22,Foot injury,33
hugo-ekitike_23/24,muscular problems,7
hugo-ekitike_21/22,Hamstring injury,68
sasa-kalajdzic_23/24,Cruciate ligament tear,89
sasa-kalajdzic_22/23,Cruciate ligament tear,274
sasa-kalajdzic_22/23,Ankle problems,14
sasa-kalajdzic_21/22,Corona virus,7
sasa-kalajdzic_21/22,Calf problems,4
sasa-kalajdzic_21/22,Shoulder injury,137
sasa-kalajdzic_21/22,Corona virus,18
sasa-kalajdzic_19/20,Fitness,28
sasa-kalajdzic_19/20,Cruciate ligament tear,263
nacho-ferri_23/24,Ankle injury,11
nacho-ferri_23/24,Ankle problems,15
nacho-ferri_22/23,unknown injury,3
nacho-ferri_22/23,unknown injury,41
nacho-ferri_21/22,unknown injury,40
nacho-ferri_21/22,Muscle injury,133
koen-casteels_23/24,Shoulder injury,40
koen-casteels_21/22,Shoulder injury,6
koen-casteels_21/22,Hip problems,28
koen-casteels_21/22,Fitness,4
koen-casteels_21/22,Corona virus,7
koen-casteels_20/21,Knee problems,7
koen-casteels_20/21,laceration wound,4
koen-casteels_20/21,Thigh problems,0
koen-casteels_19/20,Hairline fracture in the fibula,77
pavao-pervan_23/24,Finger injury,10
niklas-klinger_21/22,Corona virus,14
niklas-klinger_19/20,Hand injury,118
maxence-lacroix_22/23,Shoulder injury,70
maxence-lacroix_21/22,muscular problems,6
maxence-lacroix_20/21,Corona virus,9
moritz-jenz_23/24,Ill,9
moritz-jenz_23/24,Capsular injury,14
moritz-jenz_22/23,strain,15
moritz-jenz_22/23,strain,14
moritz-jenz_21/22,Thigh problems,41
sebastiaan-bornauw_23/24,Thigh problems,10
sebastiaan-bornauw_21/22,Bruised back,14
sebastiaan-bornauw_20/21,Back problems,70
sebastiaan-bornauw_19/20,muscular problems,7
cedric-zesiger_21/22,unknown injury,12
cedric-zesiger_21/22,Metatarsal bruise,77
cedric-zesiger_20/21,unknown injury,4
cedric-zesiger_20/21,unknown injury,4
cedric-zesiger_19/20,muscular problems,7
rogerio_23/24,Knee surgery,3
rogerio_23/24,Knock,36
rogerio_23/24,Hamstring injury,21
rogerio_23/24,Torn muscle fiber,13
rogerio_23/24,Torn muscle fiber,32
rogerio_21/22,Bruise on ankle,20
rogerio_20/21,Ankle problems,8
rogerio_20/21,Calf injury,32
rogerio_19/20,Head injury,3
rogerio_19/20,Foot injury,7
rogerio_19/20,Meniscus injury,98
joakim-maehle_23/24,Ill,20
joakim-maehle_21/22,Appendectomy,19
joakim-maehle_21/22,Foot injury,6
joakim-maehle_21/22,unknown injury,14
joakim-maehle_21/22,flu,4
joakim-maehle_20/21,Foot injury,8
kilian-fischer_23/24,Knee surgery,74
kilian-fischer_22/23,muscular problems,30
kilian-fischer_20/21,Ankle injury,55
kilian-fischer_20/21,Ankle problems,7
kofi-amoako_23/24,Knock,6
mattias-svanberg_23/24,Shoulder injury,54
mattias-svanberg_22/23,Ill,7
mattias-svanberg_22/23,Thigh problems,3
mattias-svanberg_20/21,Corona virus,14
mattias-svanberg_20/21,Shoulder injury,11
mattias-svanberg_19/20,Hamstring strain,28
aster-vranckx_23/24,Torn muscle fiber,21
aster-vranckx_22/23,Inflammation of pubic bone,6
aster-vranckx_21/22,Corona virus,7
aster-vranckx_21/22,muscular problems,14
aster-vranckx_21/22,Calf muscle tear,27
maximilian-arnold_23/24,Ill,3
maximilian-arnold_23/24,Back problems,3
maximilian-arnold_23/24,Ill,9
maximilian-arnold_22/23,Back problems,5
maximilian-arnold_20/21,Corona virus,10
yannick-gerhardt_23/24,Torn muscle fiber,6
yannick-gerhardt_22/23,Ligament injury,63
yannick-gerhardt_19/20,Facial fracture,18
kevin-paredes_23/24,muscular problems,7
kevin-paredes_23/24,Torn muscle fiber,32
kevin-paredes_22/23,Muscle strain,16
kevin-paredes_22/23,Ill,6
kevin-paredes_22/23,Calf problems,68
kevin-paredes_21/22,minor knock,7
kevin-paredes_20/21,Knock,42
lovro-majer_22/23,angina,10
lovro-majer_22/23,Rest,2
lovro-majer_22/23,Broken nose bone,10
lovro-majer_21/22,Hamstring injury,7
lovro-majer_21/22,Hip injury,26
jakub-kaminski_22/23,Ill,6
ulysses-llanez_23/24,traffic accident,322
ulysses-llanez_22/23,unknown injury,7
ulysses-llanez_21/22,Hamstring injury,40
ulysses-llanez_21/22,Ill,2
patrick-wimmer_23/24,Syndesmotic ligament tear,109
patrick-wimmer_23/24,Ill,6
patrick-wimmer_22/23,influenza,20
patrick-wimmer_22/23,Ankle injury,7
patrick-wimmer_22/23,concussion,31
patrick-wimmer_21/22,Ill,7
patrick-wimmer_21/22,Broken nose bone,11
patrick-wimmer_21/22,concussion,11
patrick-wimmer_21/22,Adductor pain,14
patrick-wimmer_21/22,Ankle injury,25
vaclav-cerny_21/22,Corona virus,4
vaclav-cerny_20/21,Knee injury,304
jonas-wind_22/23,muscular problems,5
